ID,University,Logo,Rank,Type,Location,Student,Year,Contact,Email,Website,Strength,Description,Exchange,agricultural_food_science,arts_design,economics_business_management,engineering,law_political_science,medicine_pharmacy_health_sciences,physical_science,social_sciences_humanities,sports_physical_education,technology
21,Dongguk University,https://cdn.adscientificindex.com/logos/2021.jpg,42,Private,Seoul,25000,1906,82222603027,incoming@dongguk.edu,https://www.dongguk.edu/,"Buddhist studies, psychology, medical sciences (affiliated with Korean Buddhism).","Dongguk University was founded in 1906, and it's strengths are Buddhist studies, psychology, medical sciences (affiliated with Korean Buddhism).",True,True,True,True,True,True,True,True,True,True,True
22,Dongseo University,https://cdn.adscientificindex.com/logos/2023.jpg,55,Private,Busan,11000,1992,82513202092,dsuinternational@dongseo.ac.kr,https://www.dongseo.ac.kr/,"Digital content, film, game design (Busan-based; creative industries).","Dongseo University was founded in 1992, and it's strengths are Digital content, film, game design (Busan-based; creative industries).",True,True,True,True,True,True,True,True,True,True,True
23,Ewha Womans University,https://upload.wikimedia.org/wikipedia/en/thumb/5/50/Ewha_Womans_University_logo.svg/1200px-Ewha_Womans_University_logo.svg.png,19,Private,Seoul,25000,1886,82232774626,oia@ewha.ac.kr,https://www.ewha.ac.kr/ewhaen/index.do,"Women’s education, social sciences, law, design (top private women’s university).","Ewha Womans University was founded in 1886, and it's strengths are Women’s education, social sciences, law, design (top private women’s university).",True,True,True,True,True,True,True,True,True,True,True
24,Gachon University,https://cdn.adscientificindex.com/logos/2784.jpg,19,Private,Seongnam,23000,1939,317505502,grad@gachon.ac.kr,https://www.gachon.ac.kr/,"Medical sciences, AI, engineering (Seongnam-based; affiliated with Gachon Medical Center).","Gachon University was founded in 1939, and it's strengths are Medical sciences, AI, engineering (Seongnam-based; affiliated with Gachon Medical Center).",True,True,True,True,True,True,True,True,True,True,True
25,Gwangju Institute of Science and Technology (GIST),https://upload.wikimedia.org/wikipedia/en/d/d4/Gwangju_Institute_of_Science_and_Technology_%28logo%29.jpg,12,Public,Gwangju,2000,1993,82627152114,NA,https://www.gist.ac.kr/en/main.html,"STEM research, photonics, AI, environmental science","Gwangju Institute of Science and Technology (GIST) was founded in 1993, and it's strengths are STEM research, photonics, AI, environmental science",True,True,False,True,True,True,True,True,True,True,True
26,Gwangju University,https://eng.gwangju.ac.kr/link_thumb.jpg,NA,Private,Gwangju,9000,1981,82626702166,sh1231@gwangju.ac.kr,https://www.gwangju.ac.kr/,"Social sciences, engineering (Gwangju-based).","Gwangju University was founded in 1981, and it's strengths are Social sciences, engineering (Gwangju-based).",True,True,True,True,True,True,True,True,True,True,True
27,Gyeongnam National University of Science of Science and Technology,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRxgHEBRhwDJ4KCk7JIYuF8d6GN5C8D1c6uAQ&s,95,Public,Jinju,7000,1910,82557720087,kss@gshp.gnu.ac.kr,https://www.gnu.ac.kr/eng/main.do,"Engineering, agriculture, and regional industry-focused technology.","Gyeongnam National University of Science of Science and Technology was founded in 1910, and it's strengths are Engineering, agriculture, and regional industry-focused technology.",True,True,True,True,True,True,True,True,True,True,True
28,Gyeongsang National University,https://cdn.adscientificindex.com/logos/3114.jpg,31,Public,Jinju,25000,1948,82557720087,graduate@gnu.ac.kr,https://www.gnu.ac.kr/,"Agriculture, veterinary science, regional development (Jinju/South Gyeongsang focus).","Gyeongsang National University was founded in 1948, and it's strengths are Agriculture, veterinary science, regional development (Jinju/South Gyeongsang focus).",True,True,True,True,True,True,True,True,True,True,True
29,Hallym University,https://cdn.adscientificindex.com/logos/3138.jpg,34,Private,Chuncheon,9000,1982,82332481500,iao77@hallym.ac.kr,https://www.hallym.ac.kr/,"Medicine, neuroscience, sports science (Chuncheon-based).","Hallym University was founded in 1982, and it's strengths are Medicine, neuroscience, sports science (Chuncheon-based).",True,True,True,True,True,True,True,True,True,True,True
30,Hanbat National University,https://cdn.adscientificindex.com/logos/3157.png,87,Public,Daejeon,10000,1927,82429394701,yanghd@hanbat.ac.kr,https://www.hanbat.ac.kr/,"Engineering, materials science, robotics (Daejeon-based).","Hanbat National University was founded in 1927, and it's strengths are Engineering, materials science, robotics (Daejeon-based).",True,False,True,True,True,True,True,True,True,True,True
31,Handong Global University,https://cdn.adscientificindex.com/logos/3159.jpg,56,Private,Pohang,4000,1995,82542601111,iadmissions@handong.edu,https://www.handong.edu/,"International law, global policy, NGO studies (English-taught programs).","Handong Global University was founded in 1995, and it's strengths are International law, global policy, NGO studies (English-taught programs).",True,True,True,True,True,True,True,True,True,True,True
32,Hankuk University of Foreign Studies,https://cdn.adscientificindex.com/logos/3165.png,NA,Private,Seoul,27000,1954,82221732114,hufsgsias@hufs.ac.kr,https://international.hufs.ac.kr/,"Foreign languages, international relations, translation (top language programs in Korea).","Hankuk University of Foreign Studies was founded in 1954, and it's strengths are Foreign languages, international relations, translation (top language programs in Korea).",True,False,True,True,True,True,True,True,True,True,True
33,Hankyung University,https://duhocdoubleh.edu.vn/wp-content/uploads/2023/09/hankyong-logo.jpg,96,Private,Anseong,7000,1993,82316705114,info@hknu.ac.kr,https://www.hknu.ac.kr/eng/index..do,"Business, engineering, public administration, and aviation.","Hankyung University was founded in 1993, and it's strengths are Business, engineering, public administration, and aviation.",True,True,True,True,True,True,True,True,True,True,True
34,Hannam University,https://cdn.adscientificindex.com/logos/3167.jpg,42,Private,Daejeon,15000,1956,82426297739,hnueng@hnu.kr,https://www.hannam.ac.kr/,"Theology, international studies, peace studies (Christian-affiliated).","Hannam University was founded in 1956, and it's strengths are Theology, international studies, peace studies (Christian-affiliated).",True,True,True,True,True,True,True,True,True,True,True
35,Hanseo University,https://cdn.adscientificindex.com/logos/3182.jpg,65,Private,Seosan,9000,1991,82416601302,lee4983@hanseo.ac.kr,https://www.hanseo.ac.kr/,"Aviation management, aerospace engineering (Seosan-based; FAA-certified programs).","Hanseo University was founded in 1991, and it's strengths are Aviation management, aerospace engineering (Seosan-based; FAA-certified programs).",True,True,True,True,True,True,True,True,True,True,True
36,Hansung University,https://cdn.adscientificindex.com/logos/3185.png,59,Private,Seoul,7000,1945,8227609965,intl@hansung.ac.kr,https://www.hansung.ac.kr/,"Urban design, AI, business (Seoul-based).","Hansung University was founded in 1945, and it's strengths are Urban design, AI, business (Seoul-based).",True,True,True,True,True,True,True,True,True,True,True
37,Hanyang University,https://cdn.adscientificindex.com/logos/3187.jpg,9,Private,Seoul,25000,1939,82222200114,sgs@hanyang.ac.kr,https://www.hanyang.ac.kr/web/eng,"Engineering (civil, mechanical), architecture, ERICA campus (industry collaboration with Hyundai).","Hanyang University was founded in 1939, and it's strengths are Engineering (civil, mechanical), architecture, ERICA campus (industry collaboration with Hyundai).",True,True,True,True,True,True,True,True,True,True,True
38,Hongik University,https://cdn.adscientificindex.com/logos/3494.jpg,42,Private,Seoul,22000,1946,8223201043,higuidance@hongik.ac.kr,https://www.hongik.ac.kr/,"Fine arts, architecture, design (top art school in Korea).","Hongik University was founded in 1946, and it's strengths are Fine arts, architecture, design (top art school in Korea).",True,False,True,True,True,True,True,True,True,True,True
39,Hoseo University,https://cdn.adscientificindex.com/logos/13065.jpg,69,Private,Chungcheongnam-do,15000,1978,82415608114,jihyekim@hoseo.edu,https://www.hoseo.ac.kr/,"IT, business, venture startups (Cheonan/Asan-based; practical education).","Hoseo University was founded in 1978, and it's strengths are IT, business, venture startups (Cheonan/Asan-based; practical education).",True,True,True,True,True,True,True,True,True,True,True
40,Inha University,https://cdn.adscientificindex.com/logos/3799.jpg,23,Private,Incheon,20000,1954,3286070367038,orir@inha.ac.kr,https://eng.inha.ac.kr/,"Aerospace engineering, logistics (Incheon-based; ties to port/aviation industries).","Inha University was founded in 1954, and it's strengths are Aerospace engineering, logistics (Incheon-based; ties to port/aviation industries).",True,True,True,True,True,True,True,True,True,True,True
41,Inje University,https://cdn.adscientificindex.com/logos/3801.jpg,NA,Private,Gimhae,10241,1932,82553347111,cys2020@inje.ac.kr,https://www.inje.ac.kr/,"Medicine, biomedical engineering (Gimhae-based; affiliated with Inje Medical Group).","Inje University was founded in 1932, and it's strengths are Medicine, biomedical engineering (Gimhae-based; affiliated with Inje Medical Group).",True,True,True,True,True,True,True,True,True,True,True
42,Jeju National University,https://cdn.adscientificindex.com/logos/4554.jpg,28,Public,Jeju,19000,1952,82647542114,inbound@jejunu.ac.kr,https://www.jejunu.ac.kr/,"Environmental science, tourism, marine biology (Jeju Island location advantage).","Jeju National University was founded in 1952, and it's strengths are Environmental science, tourism, marine biology (Jeju Island location advantage).",True,True,True,True,True,True,True,True,True,True,True
43,Jeonbuk National University,https://cdn.adscientificindex.com/logos/4555.jpg,23,Public,Jeonju,32000,1947,82632703306,natural@jbnu.ac.kr,https://www.jbnu.ac.kr/,"Renewable energy, agriculture, veterinary medicine (Jeonbuk Province focus).","Jeonbuk National University was founded in 1947, and it's strengths are Renewable energy, agriculture, veterinary medicine (Jeonbuk Province focus).",True,True,True,True,True,True,True,True,True,True,True
44,KAIST,https://www.kaist.ac.kr/en/img/content/sub01/sym_new_01.gif,2,Public,Daejeon,11000,1971,82423502114,creative.adm@kaist.ac.kr,https://www.kaist.ac.kr/en/,"STEM (AI, robotics, advanced engineering), tech innovation (industry partnerships with Samsung/LG).","KAIST was founded in 1971, and it's strengths are STEM (AI, robotics, advanced engineering), tech innovation (industry partnerships with Samsung/LG).",True,True,True,True,True,True,True,True,True,True,True
45,Kangwon National University,https://cdn.adscientificindex.com/logos/27249.png,34,Public,Gangwon-do,38000,1947,82332506114,intn@kangwon.ac.kr,https://www.kangwon.ac.kr/english/index.do,"Environmental science, agriculture, tourism (regional focus on Gangwon Province).","Kangwon National University was founded in 1947, and it's strengths are Environmental science, agriculture, tourism (regional focus on Gangwon Province).",True,True,True,True,True,True,True,True,True,True,True
46,Keimyeong University,https://upload.wikimedia.org/wikipedia/en/9/94/KMU_emblem.jpg,52,Private,Daegu,28000,1954,8253580602,intl@kmu.ac.kr,https://www.kmu.ac.kr/uni/eng/main.jsp,"Humanities, business, medicine, and Korean studies.","Keimyeong University was founded in 1954, and it's strengths are Humanities, business, medicine, and Korean studies.",True,True,True,True,True,True,True,True,True,True,True
47,Keimyung University,https://cdn.adscientificindex.com/logos/4828.jpg,NA,Private,Daegu,24000,1954,82535806027,intl@kmu.ac.kr,https://www.kmu.ac.kr/,"Medicine, theology, cultural studies (Daegu-based; strong liberal arts).","Keimyung University was founded in 1954, and it's strengths are Medicine, theology, cultural studies (Daegu-based; strong liberal arts).",True,True,True,True,True,True,True,True,True,True,True
48,Kongju National University,https://cdn.adscientificindex.com/logos/4998.jpg,NA,Public,Chungcheongnam-do,22000,1948,82418508114,cert@kongju.ac.kr,https://www.kongju.ac.kr/,"Education, cultural heritage, history (Chungcheongnam-do focus).","Kongju National University was founded in 1948, and it's strengths are Education, cultural heritage, history (Chungcheongnam-do focus).",True,True,True,True,True,True,True,True,True,True,True
49,Konkuk University,https://cdn.adscientificindex.com/logos/5002.jpg,14,Private,Seoul,30000,1931,8224503114,jingik@konkuk.ac.kr,https://www.konkuk.ac.kr/,"Veterinary science, architecture, bioengineering (strong research in life sciences).","Konkuk University was founded in 1931, and it's strengths are Veterinary science, architecture, bioengineering (strong research in life sciences).",True,True,True,True,True,True,True,True,True,True,True
50,Kookmin University,https://cdn.adscientificindex.com/logos/5006.jpg,34,Private,Seoul,23000,1946,8229105807,gds@kookmin.ac.kr,https://english.kookmin.ac.kr/,"Automotive engineering, design, business (industry collaboration with Korean automakers).","Kookmin University was founded in 1946, and it's strengths are Automotive engineering, design, business (industry collaboration with Korean automakers).",True,True,True,True,True,True,True,True,True,True,True
51,Korea Aerospace University,https://cdn.adscientificindex.com/logos/5009.png,99,Private,Goyang,6000,1952,8223000114,webmaster@kau.ca.kr,https://www.kau.ac.kr/,"Aeronautical engineering, aviation management (Goyang-based).","Korea Aerospace University was founded in 1952, and it's strengths are Aeronautical engineering, aviation management (Goyang-based).",True,False,False,True,True,False,False,True,True,True,True
52,Korea Maritime and Ocean University,https://cdn.adscientificindex.com/logos/24523.jpg,NA,Public,Busan,9000,1945,8220252026,mailadm@kmou.ac.kr,https://www.kmou.ac.kr/,"Marine engineering, naval architecture, logistics (Busan-based).","Korea Maritime and Ocean University was founded in 1945, and it's strengths are Marine engineering, naval architecture, logistics (Busan-based).",True,True,True,True,True,True,True,True,True,True,True
53,Korea National University of Education,https://cdn.adscientificindex.com/logos/5016.jpg,98,Public,Cheongju,7000,1984,82432303114,NA,https://www.knue.ac.kr/,"Teacher training, education science (specialized in pedagogy).","Korea National University of Education was founded in 1984, and it's strengths are Teacher training, education science (specialized in pedagogy).",True,False,True,True,True,True,True,True,True,True,True
54,Korea National University of Transportation,https://cdn.adscientificindex.com/logos/5017.png,91,Public,Chungcheongbuk,13000,1962,820438415425,kim0226@ut.ac.kr,https://www.ut.ac.kr/,"Railway systems, transportation engineering (specialized in logistics).","Korea National University of Transportation was founded in 1962, and it's strengths are Railway systems, transportation engineering (specialized in logistics).",True,True,True,True,True,True,True,True,True,True,True
55,Korea Polytechnic University,https://cdn.adscientificindex.com/logos/5018.png,100,Private,Siheung,8000,1998,82220014000,webmaster@kpu.ac.kr,https://www.kpu.ac.kr/,"Vocational engineering, industry-linked programs.","Korea Polytechnic University was founded in 1998, and it's strengths are Vocational engineering, industry-linked programs.",True,True,True,True,True,True,True,True,True,True,True
56,Korea University,https://cdn.adscientificindex.com/logos/5020.jpg,6,Private,Seoul,38000,1905,82232905174,gsc@korea.ac.kr,https://www.korea.edu/,"Law, business, political science, humanities (SKY university; strong global exchange programs).","Korea University was founded in 1905, and it's strengths are Law, business, political science, humanities (SKY university; strong global exchange programs).",True,True,True,True,True,True,True,True,True,True,True
57,Korea University of Technology and Education,https://media.licdn.com/dms/image/v2/C510BAQEV_m7L_SeYDg/company-logo_200_200/company-logo_200_200/0/1631410745366/_logo?e=2147483647&v=beta&t=0c1zL8LVnLP_RQu_T-GUzkIo4WFsUh9ytOJAyzIQdJg,NA,Public,Cheonan,5000,1991,82415601000,egkim@koreatech.ac.kr,https://www.koreatech.ac.kr/,"Vocational engineering, industrial technology (hands-on training focus).","Korea University of Technology and Education was founded in 1991, and it's strengths are Vocational engineering, industrial technology (hands-on training focus).",True,False,True,True,True,True,True,True,True,True,True
58,Korean National University of Arts,https://upload.wikimedia.org/wikipedia/commons/9/93/Karts.gif,NA,Public,Seoul,4000,1993,8227469073,global@karts.ac.kr,https://www.karts.ac.kr/,"Fine arts, music, dance, film (premier arts institution with global reputation).","Korean National University of Arts was founded in 1993, and it's strengths are Fine arts, music, dance, film (premier arts institution with global reputation).",True,False,True,False,False,False,False,True,True,True,True
59,Kosin University,https://cdn.adscientificindex.com/logos/5025.png,67,Private,Busan,15000,1946,82519902114,321009@kosin.ac.kr,https://www.kosin.ac.kr/,"Medicine, nursing, theology (Busan-based; Christian affiliation).","Kosin University was founded in 1946, and it's strengths are Medicine, nursing, theology (Busan-based; Christian affiliation).",True,True,True,True,True,True,True,True,True,True,True
60,Kumoh National University of Technology,https://upload.wikimedia.org/wikipedia/en/f/f5/KIT_symbol_logo.jpg,NA,Public,Gumi,10000,1979,823500450157544,eugene@kumoh.ac.kr,https://www.kumoh.ac.kr/,"Mechanical engineering, materials science (Gumi-based; tech focus).","Kumoh National University of Technology was founded in 1979, and it's strengths are Mechanical engineering, materials science (Gumi-based; tech focus).",True,True,True,True,True,True,True,True,True,True,True
61,Kunsan National University,https://cdn.adscientificindex.com/logos/5059.jpg,42,Public,Gunsan,8000,1947,82634694936,inter_adm@kunsan.ac.kr,https://www.kunsan.ac.kr/,"Environmental engineering, maritime studies (Jeollabuk-do focus).","Kunsan National University was founded in 1947, and it's strengths are Environmental engineering, maritime studies (Jeollabuk-do focus).",True,True,True,True,True,True,True,True,True,True,True
62,Kwangwoon University,https://cdn.adscientificindex.com/logos/5077.jpg,NA,Private,Seoul,9000,1934,82294050146,International@kw.ac.kr,https://www.kw.ac.kr/,"Electronics, communications, IT (specialized in tech since 1934).","Kwangwoon University was founded in 1934, and it's strengths are Electronics, communications, IT (specialized in tech since 1934).",True,False,True,True,True,True,True,True,True,True,True
63,Kyonggi University,https://cdn.adscientificindex.com/logos/5096.jpg,NA,Private,Suwon,17000,1947,8223905265,hahm33@hotmail.com,https://www.kyonggi.ac.kr/,"Tourism, urban design, public administration (Suwon-based).","Kyonggi University was founded in 1947, and it's strengths are Tourism, urban design, public administration (Suwon-based).",True,True,True,True,True,True,True,True,True,True,True
64,Kyung Hee University,https://cdn.adscientificindex.com/logos/5117.jpg,9,Private,Seoul,33000,1949,8215888988,admission@khu.ac.kr,https://www.khu.ac.kr/eng/user/main/view.do,"Traditional Korean medicine, international relations, hospitality.","Kyung Hee University was founded in 1949, and it's strengths are Traditional Korean medicine, international relations, hospitality.",True,True,True,True,True,True,True,True,True,True,True
65,Kyungnam University,https://cdn.adscientificindex.com/logos/5122.jpg,NA,Private,Masan,14000,1946,82237000739,mozel73@kyungnam.ac.kr,https://www.kyungnam.ac.kr/,"Automotive engineering, international business (Masan-based).","Kyungnam University was founded in 1946, and it's strengths are Automotive engineering, international business (Masan-based).",True,True,True,True,True,True,True,True,True,True,True
66,Kyungpook National University,https://cdn.adscientificindex.com/logos/14867.jpg,14,Public,Daegu,36000,1946,82539502434,knu2024150@knu.ac.kr,https://en.knu.ac.kr/,"Medicine, biotechnology, regional studies (flagship university in Daegu).","Kyungpook National University was founded in 1946, and it's strengths are Medicine, biotechnology, regional studies (flagship university in Daegu).",True,True,True,True,True,True,True,True,True,True,True
67,Kyungsung University,https://cdn.adscientificindex.com/logos/5124.jpg,64,Private,Busan,13000,1955,82516634060,admissions@ks.ac.kr,https://www.ks.ac.kr/,"Business, law, international relations (Busan-based).","Kyungsung University was founded in 1955, and it's strengths are Business, law, international relations (Busan-based).",True,True,True,True,True,True,True,True,True,True,True
68,Mokpo National University,https://cdn.adscientificindex.com/logos/5831.jpg,42,Public,Muan,13000,1946,820614502432,khchoi@mokpo.ac.kr,https://www.mokpo.ac.kr/,"Marine science, environmental engineering (Mokpo-based).","Mokpo National University was founded in 1946, and it's strengths are Marine science, environmental engineering (Mokpo-based).",True,True,True,True,True,True,True,True,True,True,True
69,Myongji University,https://cdn.adscientificindex.com/logos/5971.jpg,42,Private,Yongin,24000,1948,8223001511,jmin82@mju.ac.kr,https://www.mju.ac.kr/,"Architecture, real estate, transportation engineering (industry-focused programs).","Myongji University was founded in 1948, and it's strengths are Architecture, real estate, transportation engineering (industry-focused programs).",True,True,True,True,True,True,True,True,True,True,True
70,Pohang University of Science and Technology,https://upload.wikimedia.org/wikipedia/en/a/a5/POSTECH_emblem.svg,5,Private,Pohang,3500,1986,82542792336,hyomin@postech.ac.kr,https://www.postech.ac.kr/eng/index.do,"Materials science, chemistry, physics, engineering (research-focused, rival to KAIST).","Pohang University of Science and Technology was founded in 1986, and it's strengths are Materials science, chemistry, physics, engineering (research-focused, rival to KAIST).",True,False,False,True,True,True,False,True,True,True,True
71,Pukyong National University,https://cdn.adscientificindex.com/logos/7075.jpg,34,Public,Busan,27000,1996,82516296236,yhchung@pknu.ac.kr,https://www.pknu.ac.kr/,"Marine technology, fisheries, environmental engineering (Busan-based).","Pukyong National University was founded in 1996, and it's strengths are Marine technology, fisheries, environmental engineering (Busan-based).",True,True,True,True,True,True,True,True,True,True,True
72,Pusan National University,https://cdn.adscientificindex.com/logos/27250.jpg,14,Public,Busan,37000,1946,82515101663,gsis@pusan.ac.kr,https://www.pusan.ac.kr/eng,"Marine science, mechanical engineering, Asian studies (leading university in Busan).","Pusan National University was founded in 1946, and it's strengths are Marine science, mechanical engineering, Asian studies (leading university in Busan).",True,True,True,True,True,True,True,True,True,True,True
